"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","firstgen","re_all","living18","sex","StemMaj","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
0,7,0.3836,6,6,-0.0411999999999999,1,0,0,5,0.5182,3,0.6842,0,"Black/African American","On-campus (residence hall)","Female",1,11,0,-0.1,-0.791380000000004,0,7,0.2,1.2,3,3,3,3,4,3,3,3,2,3,3,3,2,3,3,4,3,4,3,4,4,4,4,4,4,NA,3,2,4,1,12,1,3,1,5,"Black Campus Connector","non_FASt_1_11"
0,6,-0.6164,6,6,-0.0411999999999999,1,1,0,4,-0.4818,2,-0.3158,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,42,1,3,2.30862,2.30862,34,2.9,3.9,2,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,5,5,5,4,5,2,3,1,3,13,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,6,-0.6164,7,7,0.9588,1,1,0,3,-1.4818,3,0.6842,1,"Hispanic/Latino","With family (commuting)","Male",0,4,0,-0.8,-1.49138,0,-15,-2,-1,3,3,3,2,3,2,3,2,3,3,3,2,3,4,3,3,3,NA,NA,3,4,5,5,5,5,5,3,2,2,1,14,1,2,1,2,"Latino First-Gen Striver","non_FASt_1_11"
0,7,0.3836,7,6,-0.0411999999999999,0,1,0,5,0.5182,1,-1.3158,0,"Asian","With family (commuting)","Male",0,80,1,6.8,6.10862,6.10862,-2,-0.7,0.3,3,3,3,3,3,4,3,3,3,2,2,3,3,4,3,3,4,3,3,3,3,7,6,6,6,6,1,1,3,2,15,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,6,-0.6164,6,5,-1.0412,0,0,1,1,-3.4818,2,-0.3158,0,"Asian","With family (commuting)","Female",0,3,0,-0.9,-1.59138,0,0,-0.5,0.5,4,3,3,3,3,3,4,4,3,4,3,3,4,3,3,4,4,4,4,4,5,5,5,5,4,4,2,2,3,3,16,1,3,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,7,0.3836,7,7,0.9588,0,1,0,7,2.5182,1,-1.3158,0,"White","On-campus (residence hall)","Female",0,62,1,5,4.30862,4.30862,29,2.4,3.4,4,3,4,4,3,4,4,4,3,4,4,3,3,3,4,2,2,3,2,2,3,6,6,6,6,6,1,4,2,3,17,2,6,1,6,"White Residential Traditional","FASt_12plus"
0,8,1.3836,7,6,-0.0411999999999999,1,0,0,4,-0.4818,3,0.6842,1,"Asian","With family (commuting)","Male",0,54,1,4.2,3.50862,3.50862,-8,-1.3,-0.3,2,1,1,3,2,3,3,2,4,4,3,4,4,3,3,5,5,5,5,5,4,4,NA,4,4,4,3,2,2,3,18,2,5,1,4,"Asian First-Gen Navigator","FASt_12plus"
1,8,1.3836,7,8,1.9588,0,1,1,4,-0.4818,3,0.6842,0,"White","On-campus (residence hall)","Female",0,46,1,3.4,2.70862,2.70862,8,0.3,1.3,4,4,4,3,3,4,3,3,4,4,4,4,4,3,3,1,1,1,1,1,1,7,7,7,6,7,3,2,3,2,19,2,7,1,6,"White Residential Traditional","FASt_12plus"
1,7,0.3836,7,5,-1.0412,0,0,1,5,0.5182,2,-0.3158,0,"White","Off-campus (rent/apartment)","Female",0,6,0,-0.6,-1.29138,0,-5,-1,0,3,3,3,2,2,3,2,2,3,4,3,4,3,2,2,3,4,3,4,3,3,4,4,4,4,4,2,3,1,2,20,1,1,0,13,"White Working-Class Striver","non_FASt_1_11"
1,5,-1.6164,7,6,-0.0411999999999999,0,0,0,5,0.5182,2,-0.3158,0,"White","Off-campus (rent/apartment)","Male",0,8,0,-0.4,-1.09138,0,25,2,3,3,3,3,2,3,2,2,3,2,2,1,2,2,3,3,4,4,4,4,5,4,6,6,6,6,NA,2,1,3,2,21,1,2,1,7,"White Commuter Working","non_FASt_1_11"
1,6,-0.6164,7,7,0.9588,1,1,1,5,0.5182,2,-0.3158,0,"Black/African American","Off-campus (rent/apartment)","Male",0,5,0,-0.7,-1.39138,0,19,1.4,2.4,2,2,2,3,3,3,4,3,3,3,3,2,3,3,2,4,4,5,4,5,4,5,6,6,6,6,2,2,2,2,22,1,2,1,12,"Black Male Striver","non_FASt_1_11"
0,6,-0.6164,7,7,0.9588,1,0,0,5,0.5182,3,0.6842,0,"White","Off-campus (rent/apartment)","Female",0,7,0,-0.5,-1.19138,0,0,-0.5,0.5,1,2,2,3,4,3,3,3,2,3,2,2,3,2,2,3,3,3,2,2,3,4,4,3,4,4,3,3,3,2,23,1,3,1,7,"White Commuter Working","non_FASt_1_11"
1,7,0.3836,7,5,-1.0412,0,0,1,4,-0.4818,2,-0.3158,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Male",0,2,0,-1,-1.69138,0,13,0.8,1.8,3,3,3,3,3,2,3,2,3,4,3,3,4,3,3,2,2,1,2,1,2,4,4,5,4,4,2,3,2,2,24,1,1,0,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,8,1.3836,7,7,0.9588,0,0,1,4,-0.4818,3,0.6842,0,"White","On-campus (residence hall)","Male",0,40,1,2.8,2.10862,2.10862,8,0.3,1.3,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,3,2,2,NA,3,3,6,6,6,6,6,3,4,3,2,25,2,7,1,6,"White Residential Traditional","FASt_12plus"
1,6,-0.6164,7,5,-1.0412,1,0,1,5,0.5182,3,0.6842,0,"Black/African American","Off-campus (rent/apartment)","Male",0,5,0,-0.7,-1.39138,0,19,1.4,2.4,2,2,2,3,2,3,3,2,3,3,3,3,3,2,2,3,2,2,NA,2,2,4,5,5,NA,5,3,2,3,3,26,1,2,1,12,"Black Male Striver","non_FASt_1_11"
1,5,-1.6164,5,6,-0.0411999999999999,1,1,1,4,-0.4818,3,0.6842,1,"Asian","With family (commuting)","Female",0,4,0,-0.8,-1.49138,0,28,2.3,3.3,2,2,2,2,2,3,3,2,2,2,1,2,1,1,2,6,6,6,6,6,6,4,4,4,4,4,3,2,3,2,27,1,1,0,4,"Asian First-Gen Navigator","non_FASt_1_11"
0,7,0.3836,6,6,-0.0411999999999999,0,0,0,6,1.5182,3,0.6842,0,"White","On-campus (residence hall)","Female",0,47,1,3.5,2.80862,2.80862,8,0.3,1.3,4,4,4,4,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,7,7,7,7,7,3,1,1,1,28,2,7,1,6,"White Residential Traditional","FASt_12plus"
0,5,-1.6164,5,6,-0.0411999999999999,0,0,0,3,-1.4818,3,0.6842,1,"White","Off-campus (rent/apartment)","Female",0,7,0,-0.5,-1.19138,0,23,1.8,2.8,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,4,4,3,4,4,4,4,4,3,4,4,3,1,3,1,29,1,2,1,7,"White Commuter Working","non_FASt_1_11"
0,7,0.3836,7,8,1.9588,0,0,0,6,1.5182,3,0.6842,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,3,0,-0.9,-1.59138,0,9,0.4,1.4,4,2,3,4,3,3,3,4,3,3,3,4,3,3,3,6,NA,5,5,6,5,4,4,5,5,4,3,3,2,2,30,1,3,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,7,0.3836,7,5,-1.0412,0,0,0,6,1.5182,4,1.6842,0,"White","Off-campus (rent/apartment)","Male",0,6,0,-0.6,-1.29138,0,-14,-1.9,-0.9,1,2,2,2,2,2,1,2,3,3,3,3,3,3,2,5,4,4,4,5,5,NA,6,NA,6,6,4,3,2,2,31,1,2,1,7,"White Commuter Working","non_FASt_1_11"
1,7,0.3836,7,5,-1.0412,0,1,1,3,-1.4818,2,-0.3158,0,"Asian","With family (commuting)","Female",0,0,0,-1.2,-1.89138,0,9,0.4,1.4,3,2,3,3,2,2,2,3,2,1,2,2,2,2,2,6,NA,NA,6,6,5,5,5,4,5,4,2,2,2,1,32,0,1,0,3,"Asian High-Pressure Achiever","non_DE"
0,6,-0.6164,7,5,-1.0412,1,0,0,4,-0.4818,2,-0.3158,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,3,0,-0.9,-1.59138,0,8,0.3,1.3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,3,4,5,5,6,5,5,2,2,1,1,33,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,5,-1.6164,7,5,-1.0412,0,0,0,5,0.5182,1,-1.3158,1,"Hispanic/Latino","With family (commuting)","Female",0,6,0,-0.6,-1.29138,0,13,0.8,1.8,3,2,3,3,2,4,3,3,2,2,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,1,4,1,3,34,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.6164,7,6,-0.0411999999999999,1,0,0,4,-0.4818,1,-1.3158,1,"Hispanic/Latino","With family (commuting)","Female",0,4,0,-0.8,-1.49138,0,0,-0.5,0.5,3,4,4,3,3,4,3,3,3,3,4,4,4,3,2,5,5,4,4,4,5,4,5,5,5,5,1,2,3,3,35,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,8,1.3836,7,5,-1.0412,0,0,1,4,-0.4818,3,0.6842,0,"White","On-campus (residence hall)","Female",0,10,0,-0.2,-0.891380000000005,0,-5,-1,0,3,3,3,3,2,4,3,3,4,4,4,4,4,4,4,2,2,2,1,1,2,6,6,6,5,6,3,1,3,2,36,1,1,0,6,"White Residential Traditional","non_FASt_1_11"
1,6,-0.6164,6,8,1.9588,1,0,0,6,1.5182,2,-0.3158,1,"Hispanic/Latino","With family (commuting)","Male",1,15,1,0.3,-0.391380000000004,-0.391380000000004,-11,-1.6,-0.6,3,2,2,2,3,3,3,3,3,2,2,3,3,3,2,5,5,4,5,5,NA,5,4,4,4,NA,2,2,3,3,37,2,4,1,2,"Latino First-Gen Striver","FASt_12plus"
1,6,-0.6164,7,7,0.9588,1,0,0,5,0.5182,2,-0.3158,0,"Hispanic/Latino","With family (commuting)","Female",0,11,0,-0.1,-0.791380000000004,0,23,1.8,2.8,3,3,3,3,2,3,3,3,2,2,1,2,2,2,3,5,NA,5,5,4,5,4,5,NA,5,5,2,3,3,3,38,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,5,-1.6164,7,7,0.9588,0,0,0,3,-1.4818,3,0.6842,1,"Hispanic/Latino","With family (commuting)","Female",0,12,1,0,-0.691380000000004,-0.691380000000004,5,0,1,2,3,3,4,3,3,4,4,2,3,2,2,2,3,3,5,4,4,NA,4,5,3,3,3,3,3,3,3,3,2,39,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,5,-1.6164,7,8,1.9588,1,0,1,4,-0.4818,1,-1.3158,1,"Hispanic/Latino","On-campus (residence hall)","Male",1,11,0,-0.1,-0.791380000000004,0,13,0.8,1.8,4,4,4,3,3,4,3,3,3,3,2,2,2,4,4,4,4,3,4,NA,4,6,7,6,6,6,1,1,3,1,40,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,5,-1.6164,7,6,-0.0411999999999999,0,0,1,5,0.5182,1,-1.3158,0,"White","Off-campus (rent/apartment)","Male",0,5,0,-0.7,-1.39138,0,1,-0.4,0.6,2,2,2,2,3,3,2,3,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,1,2,2,3,41,1,1,0,7,"White Commuter Working","non_FASt_1_11"
0,7,0.3836,7,6,-0.0411999999999999,0,1,1,4,-0.4818,2,-0.3158,0,"Asian","With family (commuting)","Female",0,61,1,4.9,4.20862,4.20862,22,1.7,2.7,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,NA,5,4,6,6,6,5,6,2,2,2,3,42,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.6164,7,6,-0.0411999999999999,1,0,0,4,-0.4818,1,-1.3158,1,"Other/Multiracial/Unknown","With family (commuting)","Female",0,6,0,-0.6,-1.29138,0,33,2.8,3.8,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,4,4,4,3,4,4,3,4,3,3,2,1,3,1,1,43,1,3,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,7,0.3836,7,7,0.9588,0,1,1,5,0.5182,2,-0.3158,0,"White","With family (commuting)","Female",0,47,1,3.5,2.80862,2.80862,-8,-1.3,-0.3,3,2,2,2,2,2,3,3,2,3,3,3,3,4,4,4,3,4,3,3,3,6,6,6,6,6,2,1,1,3,44,2,5,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,6,-0.6164,7,7,0.9588,1,0,1,4,-0.4818,3,0.6842,1,"Asian","With family (commuting)","Female",0,5,0,-0.7,-1.39138,0,32,2.7,3.7,2,2,3,3,4,4,4,4,2,3,2,2,2,3,2,5,4,NA,4,NA,3,5,4,4,5,5,3,3,2,2,45,1,1,0,4,"Asian First-Gen Navigator","non_FASt_1_11"
1,6,-0.6164,6,6,-0.0411999999999999,1,1,1,3,-1.4818,3,0.6842,1,"Hispanic/Latino","With family (commuting)","Female",0,4,0,-0.8,-1.49138,0,29,2.4,3.4,1,2,2,2,3,3,2,2,2,3,3,3,3,3,3,NA,NA,6,6,6,6,4,4,4,4,5,3,3,2,2,46,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.6164,7,5,-1.0412,1,1,0,5,0.5182,3,0.6842,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,1,0,-1.1,-1.79138,0,-15,-2,-1,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,2,3,3,3,4,3,4,5,4,5,4,3,1,2,1,47,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,6,-0.6164,7,6,-0.0411999999999999,0,0,1,5,0.5182,3,0.6842,1,"Hispanic/Latino","With family (commuting)","Male",0,5,0,-0.7,-1.39138,0,28,2.3,3.3,2,2,2,2,3,3,2,3,4,3,4,3,4,2,3,4,3,3,4,NA,3,4,4,4,4,4,3,3,4,2,48,1,3,1,2,"Latino First-Gen Striver","non_FASt_1_11"
0,8,1.3836,7,5,-1.0412,1,0,0,5,0.5182,3,0.6842,1,"Hispanic/Latino","On-campus (residence hall)","Male",1,24,1,1.2,0.508619999999996,0.508619999999996,25,2,3,3,2,3,3,3,3,3,4,3,3,4,3,4,3,3,4,3,3,3,3,4,5,5,6,5,5,3,2,2,1,49,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,5,-1.6164,5,5,-1.0412,0,0,0,5,0.5182,2,-0.3158,1,"Hispanic/Latino","With family (commuting)","Female",0,6,0,-0.6,-1.29138,0,7,0.2,1.2,2,2,2,2,3,3,3,3,1,2,1,1,1,3,3,4,5,5,5,5,4,4,5,4,4,4,2,3,3,2,50,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,5,-1.6164,7,5,-1.0412,0,1,0,6,1.5182,3,0.6842,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,11,0,-0.1,-0.791380000000004,0,32,2.7,3.7,3,3,3,3,4,3,2,3,3,3,3,3,2,4,4,3,3,3,3,4,3,6,7,NA,6,6,3,1,2,1,51,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,7,0.3836,6,7,0.9588,1,1,0,5,0.5182,2,-0.3158,1,"Black/African American","On-campus (residence hall)","Female",0,46,1,3.4,2.70862,2.70862,25,2,3,2,2,2,4,4,3,4,4,3,2,3,3,3,3,3,3,3,NA,3,4,2,6,6,6,6,6,2,2,3,2,52,2,7,1,5,"Black Campus Connector","FASt_12plus"
0,6,-0.6164,6,6,-0.0411999999999999,1,0,0,6,1.5182,1,-1.3158,1,"Other/Multiracial/Unknown","With family (commuting)","Female",0,0,0,-1.2,-1.89138,0,14,0.9,1.9,4,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,3,3,4,6,5,NA,6,5,1,3,2,3,53,0,2,1,8,"Multiracial Bridge-Builder","non_DE"
0,7,0.3836,7,6,-0.0411999999999999,1,0,1,3,-1.4818,2,-0.3158,0,"White","With family (commuting)","Male",0,1,0,-1.1,-1.79138,0,11,0.6,1.6,4,4,3,3,3,3,3,4,3,4,3,3,4,4,4,2,3,NA,2,2,3,5,5,5,5,5,2,2,4,2,54,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,5,-1.6164,7,7,0.9588,1,0,0,4,-0.4818,2,-0.3158,1,"Hispanic/Latino","With family (commuting)","Male",1,3,0,-0.9,-1.59138,0,-3,-0.8,0.2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,5,5,5,4,5,5,5,2,2,2,2,55,1,3,1,2,"Latino First-Gen Striver","non_FASt_1_11"
0,6,-0.6164,7,5,-1.0412,1,0,0,4,-0.4818,2,-0.3158,1,"Hispanic/Latino","With family (commuting)","Female",1,11,0,-0.1,-0.791380000000004,0,-9,-1.4,-0.4,2,1,2,3,3,4,4,3,3,3,2,3,2,2,2,4,4,5,4,4,5,NA,NA,4,4,4,2,1,1,2,56,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.6164,7,7,0.9588,0,1,0,5,0.5182,3,0.6842,0,"Asian","With family (commuting)","Male",0,36,1,2.4,1.70862,1.70862,6,0.1,1.1,1,1,1,4,4,4,3,4,4,4,4,4,4,2,2,3,4,4,4,3,3,6,6,6,6,6,3,1,2,2,57,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.6164,7,6,-0.0411999999999999,1,0,1,2,-2.4818,1,-1.3158,0,"Hispanic/Latino","With family (commuting)","Male",0,4,0,-0.8,-1.49138,0,19,1.4,2.4,3,3,4,2,3,2,4,2,3,4,3,3,3,3,3,4,4,3,4,4,3,4,5,5,5,5,1,3,1,1,58,1,2,1,2,"Latino First-Gen Striver","non_FASt_1_11"
0,5,-1.6164,6,5,-1.0412,0,0,1,6,1.5182,1,-1.3158,1,"Hispanic/Latino","With family (commuting)","Male",0,23,1,1.1,0.408619999999996,0.408619999999996,0,-0.5,0.5,2,2,2,3,3,3,2,3,4,4,4,4,3,3,2,4,5,4,4,4,5,3,4,3,4,3,1,2,2,2,59,2,7,1,2,"Latino First-Gen Striver","FASt_12plus"
1,6,-0.6164,7,8,1.9588,0,0,0,5,0.5182,3,0.6842,0,"Asian","With family (commuting)","Female",0,26,1,1.4,0.708619999999995,0.708619999999995,21,1.6,2.6,3,3,3,2,2,2,3,2,4,4,4,4,4,3,4,1,1,1,1,2,1,6,6,6,6,6,3,1,2,2,60,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus"
0,8,1.3836,6,5,-1.0412,1,1,0,4,-0.4818,2,-0.3158,1,"Hispanic/Latino","With family (commuting)","Female",1,7,0,-0.5,-1.19138,0,11,0.6,1.6,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,5,6,5,5,5,5,NA,4,4,4,4,2,3,2,3,61,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,8,1.3836,7,7,0.9588,1,1,0,4,-0.4818,3,0.6842,0,"White","On-campus (residence hall)","Male",0,7,0,-0.5,-1.19138,0,12,0.7,1.7,4,4,4,2,3,3,3,3,4,4,3,3,4,3,3,2,1,1,1,2,1,7,6,6,7,NA,3,2,3,1,62,1,1,0,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,8,1.3836,6,6,-0.0411999999999999,1,0,1,7,2.5182,2,-0.3158,0,"White","With family (commuting)","Female",0,3,0,-0.9,-1.59138,0,-8,-1.3,-0.3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,5,4,NA,5,5,5,5,5,5,NA,5,2,2,3,3,63,1,2,1,11,"White Rural First-Gen","non_FASt_1_11"
0,7,0.3836,7,5,-1.0412,1,1,0,4,-0.4818,1,-1.3158,1,"Asian","With family (commuting)","Male",1,55,1,4.3,3.60862,3.60862,34,2.9,3.9,2,2,2,3,3,3,4,3,2,2,2,1,1,2,2,NA,NA,NA,6,6,NA,3,3,2,3,2,1,3,2,3,64,2,5,1,4,"Asian First-Gen Navigator","FASt_12plus"
1,6,-0.6164,6,5,-1.0412,1,0,0,5,0.5182,2,-0.3158,0,"Hispanic/Latino","With family (commuting)","Female",1,10,0,-0.2,-0.891380000000005,0,30,2.5,3.5,3,3,2,2,2,2,2,1,3,2,3,3,3,3,3,5,4,4,4,5,5,5,4,4,4,4,2,3,2,1,65,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,5,-1.6164,6,5,-1.0412,1,0,0,4,-0.4818,2,-0.3158,1,"Asian","With family (commuting)","Male",0,8,0,-0.4,-1.09138,0,-14,-1.9,-0.9,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,6,6,NA,6,6,6,4,4,3,4,4,2,2,2,2,66,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
1,6,-0.6164,7,5,-1.0412,1,1,0,4,-0.4818,2,-0.3158,1,"White","Off-campus (rent/apartment)","Female",0,15,1,0.3,-0.391380000000004,-0.391380000000004,5,0,1,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,5,4,4,5,5,2,1,3,2,67,2,5,1,13,"White Working-Class Striver","FASt_12plus"
1,7,0.3836,6,6,-0.0411999999999999,0,0,0,2,-2.4818,3,0.6842,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,15,1,0.3,-0.391380000000004,-0.391380000000004,-7,-1.2,-0.2,2,3,2,3,2,3,2,4,3,4,4,3,3,3,3,4,4,NA,4,4,5,5,5,6,6,6,3,1,1,2,68,2,4,1,8,"Multiracial Bridge-Builder","FASt_12plus"
0,5,-1.6164,7,5,-1.0412,0,1,1,2,-2.4818,2,-0.3158,1,"White","Off-campus (rent/apartment)","Female",0,3,0,-0.9,-1.59138,0,25,2,3,2,3,2,3,3,3,4,3,2,1,1,2,2,2,2,4,4,4,4,5,4,4,4,4,4,3,2,3,3,2,69,1,1,0,13,"White Working-Class Striver","non_FASt_1_11"
1,6,-0.6164,5,6,-0.0411999999999999,1,1,0,5,0.5182,3,0.6842,1,"Hispanic/Latino","With family (commuting)","Male",0,1,0,-1.1,-1.79138,0,32,2.7,3.7,3,3,2,3,4,3,3,3,2,2,2,2,2,3,3,5,5,4,4,4,NA,4,4,4,4,4,3,2,2,2,70,1,1,0,2,"Latino First-Gen Striver","non_FASt_1_11"
