"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","firstgen","re_all","living18","sex","StemMaj","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
1,5,-1.2412,5,3.37577624048425,0.511478965584146,0,1,1,0.450081227010998,-2.57494881398914,0.780702922767952,-2.40355637030112,0,"White","On-campus (residence hall)","Female",0,16,1,0.4,0.66144000000001,0.66144000000001,4,0,0.4,2,2,2,2,2,2,3,3,2,3,2,3,3,3,4,3,3,4,6,6,4,5,5,6,5,5,2,3,3,2,11,2,7,1,8,"Multiracial Bridge-Builder","FASt_12plus"
1,6,-0.2412,6,3.97995418548026,1.11565691058016,0,0,0,2.80128231530693,-0.223747725693206,1.16380082631825,-2.02045846675083,0,"Asian","On-campus (residence hall)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,4,3,2,3,3,3,3,3,3,3,3,3,4,4,2,2,1,1,1,1,5,5,6,4,5,3,3,2,3,12,0,1,0,6,"White Residential Traditional","non_DE"
1,8,1.7588,8,2.31743708720767,-0.546860187692434,1,1,1,2.33061074945467,-0.694419291545466,2.88650840639267,-0.297750886676405,1,"Asian","On-campus (residence hall)","Female",1,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,3,2,3,4,4,4,3,3,2,3,3,3,4,4,1,2,2,5,4,4,7,6,3,4,4,3,3,3,3,13,0,1,0,3,"Asian High-Pressure Achiever","non_DE"
1,4,-2.2412,5,6.15702402057674,3.29272674567664,0,1,1,3.05904145041494,0.0340114094148043,4.366565478618,1.18230618554892,0,"Hispanic/Latino","Off-campus (rent/apartment)","Female",0,10,0,-0.2,0.0614400000000094,0,-2,-0.2,0,4,3,3,3,3,2,3,3,3,3,3,3,3,3,4,5,5,5,5,6,5,7,7,7,6,5,3,3,3,3,14,1,6,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,7,0.7588,8,3.38608548528086,0.521788210380756,0,0,0,1.26746897465531,-1.75756106634483,3.76416567768945,0.579906384620375,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Male",1,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,3,2,3,3,3,3,4,3,3,3,3,3,4,4,4,3,2,3,4,1,6,1,5,2,3,2,3,2,3,15,0,1,0,2,"Latino First-Gen Striver","non_DE"
1,6,-0.2412,5,3.53733534418439,0.673038069284286,0,0,0,2.71282207276266,-0.312207968237476,2.2324218617985,-0.951837431270575,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,2,1,2,3,2,3,2,2,2,2,3,3,2,3,2,5,6,5,6,6,6,4,4,3,2,3,2,2,1,2,16,0,1,0,5,"Black Campus Connector","non_DE"
0,6,-0.2412,3,2.05051833626548,-0.813778938634624,1,0,0,2.86749352389668,-0.157536517103456,4.52070432302982,1.33644502996074,0,"Hispanic/Latino","Off-campus (rent/apartment)","Female",0,11,0,-0.1,0.161440000000009,0,-1,-0.1,0,2,3,3,2,2,1,2,2,2,2,3,3,2,3,3,6,3,6,3,6,4,7,4,6,4,5,3,3,3,2,17,1,7,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,4,-2.2412,5,1.58297546350564,-1.28132181139446,1,1,0,2.26291395073132,-0.762116090268816,2.4203818411489,-0.763877451920175,1,"White","With family (commuting)","Female",0,10,0,-0.2,0.0614400000000094,0,-2,-0.2,0,2,2,3,3,3,2,3,3,2,2,2,2,3,4,4,4,4,4,5,6,2,4,5,5,5,3,2,2,2,3,18,1,6,1,6,"White Residential Traditional","non_FASt_1_11"
1,6,-0.2412,4,4.50128218849177,1.63698491359167,0,0,0,2.33890823109925,-0.686121809900886,3.74974597801447,0.565486684945395,0,"Hispanic/Latino","With family (commuting)","Female",0,11,0,-0.1,0.161440000000009,0,-1,-0.1,0,2,3,2,3,2,2,3,2,3,3,2,3,2,3,3,6,5,2,6,2,4,3,4,3,4,4,2,2,3,3,19,1,7,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,8,1.7588,7,4.80356377240365,1.93926649750355,1,1,0,3.50473059139865,0.479700550398514,3.16204321307442,-0.0222160799946551,0,"White","Off-campus (rent/apartment)","Female",1,21,1,0.9,1.16144000000001,1.16144000000001,9,0,0.9,3,3,3,4,3,3,3,4,3,2,3,3,3,4,4,2,3,5,1,6,1,6,2,4,6,3,3,2,3,3,20,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,6,-0.2412,4,4.53460688293565,1.67030960803555,0,0,0,2.43291122945911,-0.592118811541026,3.18859855580832,0.0043392627392449,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,2,3,3,3,2,3,2,2,2,2,2,2,2,3,2,3,1,1,2,4,4,4,6,3,5,5,2,2,2,2,21,0,1,0,7,"White Commuter Working","non_DE"
1,6,-0.2412,6,3.27335716499304,0.409059890092936,1,0,0,2.94856098515748,-0.0764690558426557,2.94197366594749,-0.242285627121585,1,"White","With family (commuting)","Male",0,10,0,-0.2,0.0614400000000094,0,-2,-0.2,0,3,2,2,3,3,3,2,3,3,3,3,3,3,3,2,6,6,6,3,6,5,5,6,4,3,5,2,2,2,2,22,1,6,1,6,"White Residential Traditional","non_FASt_1_11"
1,4,-2.2412,6,2.90811208471421,0.0438148098141058,1,1,1,2.7437031967389,-0.281326844261236,4.09997627771661,0.915716984647535,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,4,4,4,2,3,3,3,2,3,3,2,2,3,3,3,5,3,2,5,3,3,6,6,7,6,5,3,2,3,3,23,0,1,0,10,"Continuing-Gen Cruiser","non_DE"
1,7,0.7588,6,4.38675375996873,1.52245648506863,1,0,0,2.41642586142688,-0.608604179573256,2.18220871015401,-1.00205058291507,0,"Asian","With family (commuting)","Male",0,16,1,0.4,0.66144000000001,0.66144000000001,4,0,0.4,3,3,3,4,4,3,3,3,3,3,3,2,3,2,4,2,3,1,4,4,3,7,4,5,5,4,2,3,3,3,24,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,8,1.7588,7,2.49087789528337,-0.373419379616734,1,0,1,3.21275452966726,0.187724488667124,2.8311602718076,-0.353099021261475,1,"White","With family (commuting)","Male",1,3,0,-0.9,-0.638559999999991,0,-9,-0.9,0,3,3,3,3,3,3,3,3,2,2,2,3,2,4,3,6,6,6,5,5,4,6,3,4,5,3,2,2,2,3,25,1,3,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,6,-0.2412,5,3.99951729669736,1.13522002179726,0,1,1,4.74171150893835,1.71668146793821,4.13454075268707,0.950281459617995,1,"Hispanic/Latino","Off-campus (rent/apartment)","Female",0,15,1,0.3,0.56144000000001,0.56144000000001,3,0,0.3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,3,6,3,5,6,6,6,5,4,4,2,5,3,2,3,2,26,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,8,1.7588,7,3.25817889050066,0.393881615600556,0,0,0,2.31693308805984,-0.708096952940296,3.80093418986714,0.616674896798065,0,"Asian","With family (commuting)","Female",1,7,0,-0.5,-0.238559999999991,0,-5,-0.5,0,3,4,3,2,2,3,3,2,2,3,2,2,2,3,3,6,1,4,5,5,4,5,5,5,5,4,2,3,2,3,27,1,5,1,2,"Latino First-Gen Striver","non_FASt_1_11"
0,4,-2.2412,4,2.75389335279097,-0.110403922109134,1,0,0,2.70691431357694,-0.318115727423196,2.32206834880154,-0.862190944267535,1,"Black/African American","Off-campus (rent/apartment)","Male",0,9,0,-0.3,-0.0385599999999905,0,-3,-0.3,0,3,3,3,3,3,2,3,3,2,2,2,3,2,3,3,4,5,5,4,3,6,5,4,4,3,3,2,2,2,2,28,1,6,1,6,"White Residential Traditional","non_FASt_1_11"
0,8,1.7588,6,4.07970342382177,1.21540614892167,0,0,0,3.23115648181757,0.206126440817434,2.83170919866518,-0.352550094403895,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,31,1,1.9,2.16144000000001,2.16144000000001,19,0,1.9,3,3,2,3,3,2,2,3,2,2,2,3,2,3,3,3,4,3,6,4,2,5,4,5,3,4,3,3,3,3,29,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,6,-0.2412,6,1.0002528637034,-1.8640444111967,1,0,0,4.68632697370213,1.66129693270199,2.40883281100011,-0.775426482068965,1,"Hispanic/Latino","With family (commuting)","Female",0,2,0,-1,-0.73855999999999,0,-10,-1,0,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,6,5,6,4,6,3,4,6,4,3,4,2,3,2,2,30,1,2,1,2,"Latino First-Gen Striver","non_FASt_1_11"
0,6,-0.2412,7,3.24941840321457,0.385121128314466,1,0,0,3.3337936104949,0.308763569494764,4.33755576727632,1.15329647420724,0,"White","With family (commuting)","Female",1,25,1,1.3,1.56144000000001,1.56144000000001,13,0,1.3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,4,3,4,4,3,3,4,4,6,6,6,6,4,3,3,3,31,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,7,0.7588,6,3.00527089353587,0.140973618635766,1,1,0,3.46753829336526,0.442508252365124,4.21209448439183,1.02783519132276,1,"Asian","On-campus (residence hall)","Female",0,40,1,2.8,3.06144000000001,3.06144000000001,28,0,2.8,2,1,2,3,3,3,3,3,2,2,2,3,2,3,2,5,4,4,4,4,5,4,4,4,2,3,2,3,2,2,32,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,5,-1.2412,6,3.12646054515514,0.262163270255036,1,0,0,3.22549927585651,0.200469234856374,3.53825535321218,0.353996060143105,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,3,0,-0.9,-0.638559999999991,0,-9,-0.9,0,3,3,2,3,2,3,3,2,3,2,2,2,2,3,3,3,2,5,4,3,4,4,5,3,3,5,2,2,3,3,33,1,3,1,2,"Latino First-Gen Striver","non_FASt_1_11"
1,5,-1.2412,7,1.94780345060078,-0.916493824299324,0,1,0,2.88111909471954,-0.143910946280596,3.53741797464662,0.353158681577545,0,"Asian","Off-campus (rent/apartment)","Female",0,4,0,-0.8,-0.538559999999991,0,-8,-0.8,0,3,2,3,3,4,3,2,4,2,2,3,2,2,3,3,6,3,2,4,2,1,6,5,5,4,4,2,2,4,3,34,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.7588,7,3.8882099968303,1.0239127219302,0,1,0,3.78921747902766,0.764187438027524,4.33207294483572,1.14781365176664,0,"Hispanic/Latino","Off-campus (rent/apartment)","Female",0,17,1,0.5,0.76144000000001,0.76144000000001,5,0,0.5,2,3,1,3,3,2,2,2,2,2,3,2,2,1,2,3,1,1,1,2,2,5,6,3,4,3,3,2,3,2,35,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,5,-1.2412,7,2.74803051186306,-0.116266763037044,0,0,0,3.5320038317092,0.506973790709064,2.97401070469977,-0.210248588369305,0,"Asian","With family (commuting)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,2,3,2,3,2,2,3,3,3,3,3,4,3,4,3,6,3,5,5,3,5,6,5,7,7,6,3,3,3,3,36,0,1,0,10,"Continuing-Gen Cruiser","non_DE"
0,6,-0.2412,6,5.43630952123724,2.57201224633714,1,1,0,2.77625058002151,-0.248779460978626,3.42395743790674,0.239698144837665,0,"Hispanic/Latino","Off-campus (rent/apartment)","Female",0,12,1,0,0.261440000000009,0.261440000000009,0,0,0,3,4,4,3,4,4,3,3,2,3,3,2,3,3,2,4,3,1,5,2,1,4,6,5,5,7,3,2,3,2,37,2,7,1,2,"Latino First-Gen Striver","FASt_12plus"
0,8,1.7588,7,1.81220448729778,-1.05209278760232,0,1,0,2.87558552415844,-0.149444516841696,3.18665642645089,0.00239713338181469,1,"Black/African American","Off-campus (rent/apartment)","Female",0,31,1,1.9,2.16144000000001,2.16144000000001,19,0,1.9,3,3,2,3,3,2,2,4,3,3,2,3,2,3,3,3,2,1,5,5,6,5,5,6,7,4,2,3,3,3,38,2,7,1,2,"Latino First-Gen Striver","FASt_12plus"
0,5,-1.2412,3,3.05232459490902,0.188027320008916,1,0,0,2.93229135121364,-0.0927386897864957,4.45286178286519,1.26860248979611,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,2,2,2,2,3,1,2,3,2,2,3,3,2,2,4,3,4,5,5,2,5,5,3,5,3,2,2,3,3,39,0,1,0,9,"Hispanic On-Campus Transitioner","non_DE"
0,6,-0.2412,7,4.48352088550205,1.61922361060195,0,0,1,3.0237002319913,-0.00132980900883606,3.11726304400851,-0.0669962490605651,0,"Hispanic/Latino","With family (commuting)","Male",0,12,1,0,0.261440000000009,0.261440000000009,0,0,0,3,4,3,4,4,3,3,3,2,2,3,3,2,3,2,4,2,3,2,2,2,7,6,7,7,7,3,3,3,3,40,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,5,-1.2412,4,1.02264246038854,-1.84165481451156,1,0,0,3.22146425859889,0.196434217598754,3.73922412871379,0.554964835644715,1,"White","With family (commuting)","Female",1,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,4,4,4,3,3,4,3,3,3,3,3,3,2,2,2,4,6,5,6,6,6,4,6,5,5,3,2,2,2,2,41,0,1,0,1,"Latina Commuter Caretaker","non_DE"
1,5,-1.2412,5,2.77078857558963,-0.0935086993104739,1,1,0,3.87000746937125,0.844977428371114,3.9278758513548,0.743616558285725,1,"Asian","On-campus (residence hall)","Female",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,3,4,3,2,2,2,2,2,2,2,3,2,4,4,4,2,5,5,4,2,7,7,7,5,5,3,3,2,3,42,0,1,0,9,"Hispanic On-Campus Transitioner","non_DE"
0,8,1.7588,7,1.73361299883064,-1.13068427606946,0,1,1,1.71007731625158,-1.31495272474856,1.79935416513491,-1.38490512793417,1,"Asian","With family (commuting)","Female",0,13,1,0.1,0.361440000000009,0.361440000000009,1,0,0.1,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,5,3,5,4,4,6,5,5,6,6,4,3,3,4,43,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,6,-0.2412,6,1.38678227379423,-1.47751500110587,1,0,0,3.00370238869595,-0.0213276523041857,3.33690990945363,0.152650616384555,1,"White","With family (commuting)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,2,2,3,3,3,3,3,2,2,2,2,2,3,3,2,4,1,4,2,3,4,4,2,4,2,3,3,3,3,44,0,1,0,10,"Continuing-Gen Cruiser","non_DE"
0,8,1.7588,6,1.19979660647299,-1.66450066842711,1,1,1,2.09870987102308,-0.926320169977056,4.03207659849504,0.847817305425965,1,"Other/Multiracial/Unknown","With family (commuting)","Female",1,39,1,2.7,2.96144000000001,2.96144000000001,27,0,2.7,3,2,2,3,3,3,3,3,3,2,2,4,2,3,3,5,4,2,3,5,3,6,4,3,6,6,3,3,3,3,45,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus"
0,7,0.7588,6,0.939408721399417,-1.92488855350069,0,0,0,1.19073614693987,-1.83429389406027,3.92171239055526,0.737453097486185,1,"Hispanic/Latino","With family (commuting)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,4,4,3,3,3,3,3,2,3,2,2,3,2,3,3,1,2,4,3,5,3,7,7,7,6,6,3,3,3,3,46,0,1,0,9,"Hispanic On-Campus Transitioner","non_DE"
1,6,-0.2412,5,1.70303720545782,-1.16126006944228,0,1,1,2.90568310777116,-0.119346933228976,3.65865020706813,0.474390913999055,1,"Hispanic/Latino","Off-campus (rent/apartment)","Female",0,16,1,0.4,0.66144000000001,0.66144000000001,4,0,0.4,3,4,3,2,2,2,2,1,2,2,3,3,3,3,4,6,3,5,6,4,6,4,7,7,6,7,3,2,2,3,47,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,7,0.7588,6,1.10858091244185,-1.75571636245825,1,1,0,3.09773323448782,0.0727031934876843,3.05886292309342,-0.125396369975655,1,"Black/African American","With family (commuting)","Female",1,2,0,-1,-0.73855999999999,0,-10,-1,0,4,3,3,2,3,2,3,3,3,3,2,3,2,3,3,2,2,5,5,6,3,4,5,6,3,3,3,3,3,3,48,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,6,-0.2412,6,1.55579012812106,-1.30850714677904,1,0,1,2.09813392607143,-0.926896114928706,2.3884885103343,-0.795770782734775,0,"White","On-campus (residence hall)","Female",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,2,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,4,1,5,4,7,4,5,3,3,3,3,49,0,1,0,4,"Asian First-Gen Navigator","non_DE"
1,7,0.7588,5,5.70766712619616,2.84336985129606,0,0,0,3.02518867019673,0.000158629196594262,4.36690288325721,1.18264359018813,0,"Asian","Off-campus (rent/apartment)","Female",0,12,1,0,0.261440000000009,0.261440000000009,0,0,0,3,3,3,2,2,2,2,3,2,1,2,3,3,3,2,3,2,3,5,5,4,5,5,4,5,4,2,3,3,3,50,2,7,1,6,"White Residential Traditional","FASt_12plus"
0,7,0.7588,4,1.73394743263681,-1.13034984226329,0,0,1,2.67380904738387,-0.351220993616266,2.46675265723082,-0.717506635838255,1,"White","With family (commuting)","Female",1,22,1,1,1.26144000000001,1.26144000000001,10,0,1,2,2,2,2,1,2,3,2,3,2,3,3,3,3,3,5,5,3,5,4,4,7,7,7,7,5,3,3,3,3,51,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,5,-1.2412,6,2.35498349960344,-0.509313775296664,1,1,1,2.14783872364734,-0.877191317352796,4.17514112409235,0.990881831023275,1,"Asian","Off-campus (rent/apartment)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,2,2,2,3,3,3,3,3,3,4,3,3,3,3,4,4,6,3,5,4,3,5,7,5,6,6,4,2,3,3,52,0,1,0,2,"Latino First-Gen Striver","non_DE"
0,8,1.7588,4,2.36072666853738,-0.503570606362724,0,1,0,2.32580210120667,-0.699227939793466,3.993092320905,0.808833027835925,1,"Other/Multiracial/Unknown","With family (commuting)","Male",1,26,1,1.4,1.66144000000001,1.66144000000001,14,0,1.4,2,2,1,2,2,2,2,2,3,3,3,3,3,4,4,2,2,4,4,2,4,3,3,3,3,2,2,3,2,2,53,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.2412,6,4.17355594054656,1.30925866564646,1,0,0,1.90940515067857,-1.11562489032157,3.48674231850073,0.302483025431655,0,"White","With family (commuting)","Female",1,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,4,3,3,2,3,3,3,2,2,3,2,3,4,4,4,3,2,2,1,3,3,4,3,4,2,3,3,2,3,54,0,1,0,2,"Latino First-Gen Striver","non_DE"
0,5,-1.2412,7,3.87049418883726,1.00619691393716,1,0,1,1.84174222100289,-1.18328781999725,2.97988621628989,-0.204373076779185,1,"Hispanic/Latino","Off-campus (rent/apartment)","Female",1,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,4,3,3,3,4,4,4,3,3,2,2,2,2,3,2,4,5,5,3,2,6,7,7,7,7,2,2,3,3,55,0,1,0,1,"Latina Commuter Caretaker","non_DE"
0,7,0.7588,3,3.68697772989846,0.822680454998356,0,1,1,3.16310905459154,0.138079013591404,1.49351379255628,-1.6907455005128,0,"Hispanic/Latino","With family (commuting)","Female",0,43,1,3.1,3.36144000000001,3.36144000000001,31,0,3.1,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,4,1,6,5,6,4,3,3,3,4,2,3,2,2,3,56,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus"
0,6,-0.2412,4,4.43758470903575,1.57328743413565,0,1,0,3.96007047192033,0.935040430920194,4.30233493810399,1.11807564503491,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,2,0,-1,-0.73855999999999,0,-10,-1,0,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,4,5,3,4,4,4,4,5,4,5,3,2,3,3,57,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,8,1.7588,6,2.0274249379413,-0.836872336958804,1,0,1,3.83008389186161,0.805053850861474,4.30682090928237,1.1225616162133,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,2,5,4,5,4,4,4,3,4,1,2,3,2,2,3,58,0,1,0,1,"Latina Commuter Caretaker","non_DE"
0,8,1.7588,6,2.23850407827911,-0.625793196620994,1,1,1,2.9826037783062,-0.0424262626939358,2.9831666699331,-0.201092623135975,0,"White","With family (commuting)","Male",1,29,1,1.7,1.96144000000001,1.96144000000001,17,0,1.7,4,4,4,3,3,3,2,3,3,3,3,3,2,4,4,5,2,3,4,3,2,6,5,4,5,5,4,3,3,3,59,2,7,1,2,"Latino First-Gen Striver","FASt_12plus"
1,5,-1.2412,5,4.1366581670757,1.2723608921756,0,1,0,2.18543493004796,-0.839595110952176,2.00055655825656,-1.18370273481252,1,"White","On-campus (residence hall)","Female",0,1,0,-1.1,-0.838559999999991,0,-11,-1.1,0,2,2,2,3,3,3,4,3,2,3,2,2,2,3,3,5,5,5,6,5,5,6,5,5,4,4,2,2,3,2,60,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,7,0.7588,7,3.48295237327276,0.618655098372656,1,0,1,3.80131035743057,0.776280316430434,3.68581641452272,0.501557121453645,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Male",0,12,1,0,0.261440000000009,0.261440000000009,0,0,0,3,4,3,3,3,3,3,4,3,2,2,2,2,3,3,4,2,3,3,4,6,5,7,6,5,7,3,3,3,3,61,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
