lhs	op	rhs	group	label	est.std	se	z	pvalue	ci.lower	ci.upper
DevAdj	~	credit_dose_c	1	W4__cc_g1	0.462473463716969	0.167885987216271	2.75468769839147	0.00587481819223279	0.133422975264126	0.791523952169813
DevAdj	~	XZ_c	1	W4__cz_g1	-0.398710695306171	0.130051849789059	-3.0657825778939	0.00217101122183361	-0.653607637015538	-0.143813753596803
DevAdj	~	EmoDiss	1	W4__b1_g1	-0.602435682962167	0.0237576580395751	-25.3575365870929	0	-0.648999837076753	-0.555871528847582
DevAdj	~	QualEngag	1	W4__b2_g1	0.462687187489504	0.0244508226568993	18.923174650688	0	0.414764455689606	0.510609919289403
DevAdj	~	cohort	1	W4__g3_g1	-0.0255075859421783	0.0228477102376303	-1.116417604954	0.264243421188744	-0.0702882751371407	0.0192731032527841
DevAdj	~	hgrades_c	1		0.049920461177162	0.0240743679836837	2.07359384100947	0.0381170476892017	0.00273556697857792	0.0971053553757461
DevAdj	~	bparented_c	1		0.0415130968985854	0.0225029597440303	1.84478385824773	0.0650689864422258	-0.00259189374526855	0.0856180875424394
DevAdj	~	pell	1		-0.172326095280968	0.0249895630190676	-6.89592271579458	5.3517190679031e-12	-0.221304738787735	-0.123347451774202
DevAdj	~	hapcl	1		0.0684570034201165	0.0238093932551124	2.87520990924106	0.00403758974109203	0.0217914501463453	0.115122556693888
DevAdj	~	hprecalc13	1		0.0465214224350361	0.0229775702718818	2.02464498572181	0.0429038314422481	0.00148621224990947	0.0915566326201627
DevAdj	~	hchallenge_c	1		-0.0010816528196298	0.0231696377241192	-0.0466840626732726	0.962765032640343	-0.0464933082937441	0.0443300026544845
DevAdj	~	cSFcareer_c	1		0.020450227108072	0.0230353486919881	0.887775886595748	0.374661316228723	-0.0246982266995466	0.0655986809156905
sbvalued	~~	sbvalued	1		0.220775504817513	0.013706492433515	16.107367066258	0	0.193911273293453	0.247639736341573
sbmyself	~~	sbmyself	1		0.299758331003976	0.0148596761514071	20.1726018756869	0	0.270633900925289	0.328882761082663
sbcommunity	~~	sbcommunity	1		0.21371614231699	0.0136852223538719	15.6165633842642	0	0.186893599382979	0.240538685251002
pganalyze	~~	pganalyze	1		0.463091323641101	0.018520709718604	25.0039728864131	0	0.426791399624516	0.499391247657686
pgthink	~~	pgthink	1		0.393815885371143	0.0179075185557441	21.9916502750081	0	0.358717793949402	0.428913976792884
pgwork	~~	pgwork	1		0.43958623575984	0.0180028401171925	24.4176048278094	0	0.40430131751071	0.47487115400897
pgvalues	~~	pgvalues	1		0.485642233701959	0.0186036591731194	26.1046619475629	0	0.449179731741987	0.522104735661931
pgprobsolve	~~	pgprobsolve	1		0.416599972846417	0.017940888371525	23.2206992329113	0	0.381436477787574	0.451763467905259
SEacademic	~~	SEacademic	1		0.284311564045322	0.0141292250755675	20.1222333514212	0	0.25661879176775	0.312004336322895
SEwellness	~~	SEwellness	1		0.311644690809246	0.014082472002732	22.1299705583499	0	0.284043552870597	0.339245828747894
SEnonacad	~~	SEnonacad	1		0.378253138097007	0.0154833117814897	24.4297307601343	0	0.347906404643883	0.408599871550131
SEactivities	~~	SEactivities	1		0.40709558012934	0.0161164085200713	25.2596960186474	0	0.375507999869865	0.438683160388814
SEdiverse	~~	SEdiverse	1		0.367251118624863	0.0152257384536583	24.1204142408359	0	0.337409219617666	0.397093017632059
sameinst	~~	sameinst	1		0.214967213865068	0.0241416642476502	8.904407403727	0	0.167650421412815	0.26228400631732
evalexp	~~	evalexp	1		0.265269682113412	0.0236815078380135	11.2015537155789	0	0.218854779651302	0.311684584575521
MHWdacad	~~	MHWdacad	1		0.170970213870495	0.00794274306823655	21.5253360711382	0	0.155402723518296	0.186537704222694
MHWdlonely	~~	MHWdlonely	1		0.127906694375186	0.0065662847043472	19.4793098585118	0	0.115037012842429	0.140776375907943
MHWdmental	~~	MHWdmental	1		0.0975444865227273	0.00533660926680301	18.2783639659576	0	0.0870849245602307	0.108004048485224
MHWdexhaust	~~	MHWdexhaust	1		0.116234062989064	0.00622925925612326	18.6593715576708	0	0.1040249391967	0.128443186781428
MHWdsleep	~~	MHWdsleep	1		0.144943636920276	0.00736641067596517	19.6762905702763	0	0.130505737300053	0.159381536540499
MHWdfinancial	~~	MHWdfinancial	1		0.238800931029959	0.0102567791384021	23.28225340603	0	0.218698013321309	0.258903848738609
QIadmin	~~	QIadmin	1		0.19730748444381	0.00936865646134739	21.0603820577527	0	0.17894525519604	0.215669713691579
QIstudent	~~	QIstudent	1		0.166740676124955	0.00829418278031641	20.1033279035833	0	0.150484376594343	0.182996975655568
QIadvisor	~~	QIadvisor	1		0.140378242915059	0.0071279870286339	19.6939531948003	0	0.126407645056668	0.15434884077345
QIfaculty	~~	QIfaculty	1		0.11781005644783	0.0063380283713905	18.5878083126952	0	0.105387749106912	0.130232363788749
QIstaff	~~	QIstaff	1		0.143433112746974	0.0072595175081425	19.7579401917683	0	0.129204719885877	0.157661505608072
Belong	~~	Belong	1		0.710663761372898	0.0218423541797379	32.5360423846687	0	0.667853533843043	0.753473988902752
Gains	~~	Gains	1		0.900137657354207	0.0145395208473633	61.9097195020319	0	0.871640720140906	0.928634594567509
SupportEnv	~~	SupportEnv	1		0.672312009342781	0.0230158189296338	29.2108662914945	0	0.627201833166003	0.717422185519558
Satisf	~~	Satisf	1		0.622082697997144	0.0245731696732177	25.3155252769508	0	0.573920170451645	0.670245225542642
DevAdj	~~	DevAdj	1		0.228653166306075	0.0295963514896177	7.7257214081366	1.11022302462516e-14	0.170645383312636	0.286660949299514
EmoDiss	~~	EmoDiss	1		0.938684565707238	0.010863893339952	86.404066786556	0	0.917391726029047	0.959977405385428
QualEngag	~~	QualEngag	1		0.939121906974628	0.0106686371700221	88.0264172460071	0	0.918211762357259	0.960032051591997
x_FASt	~~	x_FASt	1		1	0	NA	NA	1	1
x_FASt	~~	credit_dose_c	1		0.752944085821133	0	NA	NA	0.752944085821133	0.752944085821133
x_FASt	~~	XZ_c	1		0.524043813434151	0	NA	NA	0.524043813434151	0.524043813434151
x_FASt	~~	cohort	1		-0.0173472280012383	0	NA	NA	-0.0173472280012383	-0.0173472280012383
x_FASt	~~	hgrades_c	1		-0.0262106805002762	0	NA	NA	-0.0262106805002762	-0.0262106805002762
x_FASt	~~	bparented_c	1		-0.0160142294823682	0	NA	NA	-0.0160142294823682	-0.0160142294823682
x_FASt	~~	pell	1		-0.0630942106346769	0	NA	NA	-0.0630942106346769	-0.0630942106346769
x_FASt	~~	hapcl	1		0.0110228207973149	0	NA	NA	0.0110228207973149	0.0110228207973149
x_FASt	~~	hprecalc13	1		-0.0165107044921508	0	NA	NA	-0.0165107044921508	-0.0165107044921508
x_FASt	~~	hchallenge_c	1		-0.0133261340590789	0	NA	NA	-0.0133261340590789	-0.0133261340590789
x_FASt	~~	cSFcareer_c	1		-0.0167845910977362	0	NA	NA	-0.0167845910977362	-0.0167845910977362
credit_dose_c	~~	credit_dose_c	1		1	0	NA	NA	1	1
credit_dose_c	~~	XZ_c	1		0.944424452578615	0	NA	NA	0.944424452578615	0.944424452578615
credit_dose_c	~~	cohort	1		-0.0312012121715393	0	NA	NA	-0.0312012121715393	-0.0312012121715393
credit_dose_c	~~	hgrades_c	1		0.13752588862506	0	NA	NA	0.13752588862506	0.13752588862506
credit_dose_c	~~	bparented_c	1		-0.0086751237924911	0	NA	NA	-0.0086751237924911	-0.0086751237924911
credit_dose_c	~~	pell	1		-0.0853329658891225	0	NA	NA	-0.0853329658891225	-0.0853329658891225
credit_dose_c	~~	hapcl	1		0.129193546998788	0	NA	NA	0.129193546998788	0.129193546998788
credit_dose_c	~~	hprecalc13	1		-0.0146694867921218	0	NA	NA	-0.0146694867921218	-0.0146694867921218
credit_dose_c	~~	hchallenge_c	1		-0.00520224870792848	0	NA	NA	-0.00520224870792848	-0.00520224870792848
credit_dose_c	~~	cSFcareer_c	1		-0.0387047184608879	0	NA	NA	-0.0387047184608879	-0.0387047184608879
XZ_c	~~	XZ_c	1		1	0	NA	NA	1	1
XZ_c	~~	cohort	1		-0.0289477891596247	0	NA	NA	-0.0289477891596247	-0.0289477891596247
XZ_c	~~	hgrades_c	1		0.187362179445341	0	NA	NA	0.187362179445341	0.187362179445341
XZ_c	~~	bparented_c	1		-0.000750487635043557	0	NA	NA	-0.000750487635043557	-0.000750487635043557
XZ_c	~~	pell	1		-0.082067444150733	0	NA	NA	-0.082067444150733	-0.082067444150733
XZ_c	~~	hapcl	1		0.166029608802887	0	NA	NA	0.166029608802887	0.166029608802887
XZ_c	~~	hprecalc13	1		-0.0183623724271545	0	NA	NA	-0.0183623724271545	-0.0183623724271545
XZ_c	~~	hchallenge_c	1		0.00476313186793446	0	NA	NA	0.00476313186793446	0.00476313186793446
XZ_c	~~	cSFcareer_c	1		-0.0389708290990328	0	NA	NA	-0.0389708290990328	-0.0389708290990328
cohort	~~	cohort	1		1	0	NA	NA	1	1
cohort	~~	hgrades_c	1		-0.00656316527656402	0	NA	NA	-0.00656316527656402	-0.00656316527656402
cohort	~~	bparented_c	1		0.0191835652524704	0	NA	NA	0.0191835652524704	0.0191835652524704
cohort	~~	pell	1		0.0328199371986074	0	NA	NA	0.0328199371986074	0.0328199371986074
cohort	~~	hapcl	1		-0.0404991201803873	0	NA	NA	-0.0404991201803873	-0.0404991201803873
cohort	~~	hprecalc13	1		-0.0195708154293226	0	NA	NA	-0.0195708154293226	-0.0195708154293226
cohort	~~	hchallenge_c	1		0.0659783210419463	0	NA	NA	0.0659783210419463	0.0659783210419463
cohort	~~	cSFcareer_c	1		0.00990859481674547	0	NA	NA	0.00990859481674547	0.00990859481674547
hgrades_c	~~	hgrades_c	1		1	0	NA	NA	1	1
hgrades_c	~~	bparented_c	1		-0.0462756327314709	0	NA	NA	-0.0462756327314709	-0.0462756327314709
hgrades_c	~~	pell	1		-0.158344563889879	0	NA	NA	-0.158344563889879	-0.158344563889879
hgrades_c	~~	hapcl	1		0.046650108825479	0	NA	NA	0.046650108825479	0.046650108825479
hgrades_c	~~	hprecalc13	1		0.0444551964094656	0	NA	NA	0.0444551964094656	0.0444551964094656
hgrades_c	~~	hchallenge_c	1		0.0192771745591389	0	NA	NA	0.0192771745591389	0.0192771745591389
hgrades_c	~~	cSFcareer_c	1		0.0263470384310112	0	NA	NA	0.0263470384310112	0.0263470384310112
bparented_c	~~	bparented_c	1		1	0	NA	NA	1	1
bparented_c	~~	pell	1		0.0524912314803586	0	NA	NA	0.0524912314803586	0.0524912314803586
bparented_c	~~	hapcl	1		-0.0511076011997983	0	NA	NA	-0.0511076011997983	-0.0511076011997983
bparented_c	~~	hprecalc13	1		-0.0434496165169506	0	NA	NA	-0.0434496165169506	-0.0434496165169506
bparented_c	~~	hchallenge_c	1		-0.0416245768213921	0	NA	NA	-0.0416245768213921	-0.0416245768213921
bparented_c	~~	cSFcareer_c	1		-0.0437358242496245	0	NA	NA	-0.0437358242496245	-0.0437358242496245
pell	~~	pell	1		1	0	NA	NA	1	1
pell	~~	hapcl	1		-0.143455544249836	0	NA	NA	-0.143455544249836	-0.143455544249836
pell	~~	hprecalc13	1		-0.145314951469869	0	NA	NA	-0.145314951469869	-0.145314951469869
pell	~~	hchallenge_c	1		-0.0264841355145428	0	NA	NA	-0.0264841355145428	-0.0264841355145428
pell	~~	cSFcareer_c	1		-0.00928643051267904	0	NA	NA	-0.00928643051267904	-0.00928643051267904
hapcl	~~	hapcl	1		1	0	NA	NA	1	1
hapcl	~~	hprecalc13	1		0.0299465248039907	0	NA	NA	0.0299465248039907	0.0299465248039907
hapcl	~~	hchallenge_c	1		0.0511927622181404	0	NA	NA	0.0511927622181404	0.0511927622181404
hapcl	~~	cSFcareer_c	1		-0.00779807912517686	0	NA	NA	-0.00779807912517686	-0.00779807912517686
hprecalc13	~~	hprecalc13	1		1	0	NA	NA	1	1
hprecalc13	~~	hchallenge_c	1		0.0132881950650841	0	NA	NA	0.0132881950650841	0.0132881950650841
hprecalc13	~~	cSFcareer_c	1		-0.00513610526672338	0	NA	NA	-0.00513610526672338	-0.00513610526672338
hchallenge_c	~~	hchallenge_c	1		1	0	NA	NA	1	1
hchallenge_c	~~	cSFcareer_c	1		0.0165557166672097	0	NA	NA	0.0165557166672097	0.0165557166672097
cSFcareer_c	~~	cSFcareer_c	1		1	0	NA	NA	1	1
sbvalued	~1		1		4.13403035302215	0.0989415884433334	41.7825347062204	0	3.94010840310003	4.32795230294427
sbmyself	~1		1		3.9825015687714	0.0951857438088791	41.8392650980147	0	3.79594093906434	4.16906219847846
sbcommunity	~1		1		4.15161899728869	0.102211489899894	40.6179285846903	0	3.95128815827872	4.35194983629866
pganalyze	~1		1		4.38716887991022	0.0776923754173011	56.468461111478	0	4.23489462221894	4.5394431376015
pgthink	~1		1		4.64760642399578	0.0825864902335984	56.2756258420703	0	4.48573987752835	4.8094729704632
pgwork	~1		1		4.54618248209319	0.0810273704258237	56.1067508201439	0	4.38737175429659	4.70499320988979
pgvalues	~1		1		4.2869473362364	0.0806740766669277	53.1390939116112	0	4.12882905148319	4.4450656209896
pgprobsolve	~1		1		4.61190916593278	0.0830587019821009	55.5258998259646	0	4.44911710144522	4.77470123042034
SEacademic	~1		1		4.2168159716366	0.102713180928987	41.0542827463596	0	4.01550183627824	4.41813010699496
SEwellness	~1		1		4.19547435886426	0.100577524468588	41.7138359790769	0	3.99834603325163	4.39260268447689
SEnonacad	~1		1		3.98269957497616	0.0960468846458964	41.4662025703331	0	3.79445114024293	4.17094800970939
SEactivities	~1		1		3.95290750169018	0.0956839896970657	41.3121099381938	0	3.76537032798683	4.14044467539353
SEdiverse	~1		1		4.09896942615489	0.0963156707692612	42.5576585141019	0	3.91019418030032	4.28774467200946
sameinst	~1		1		5.08552678953688	0.116345944550005	43.7103915328233	0	4.85749292847158	5.31356065060219
evalexp	~1		1		4.92838084113435	0.110459702454655	44.6170026861832	0	4.71188380258022	5.14487787968849
MHWdacad	~1		1		2.63545684984049	0.144805757205916	18.1999452279569	0	2.35164278096285	2.91927091871814
MHWdlonely	~1		1		2.60247460984789	0.146918816110666	17.7136916750513	0	2.31451902161973	2.89043019807606
MHWdmental	~1		1		2.701333008326	0.150619225463966	17.9348486224441	0	2.40612475103731	2.9965412656147
MHWdexhaust	~1		1		2.60560135291588	0.14846720501034	17.5500128310115	0	2.31461097821029	2.89659172762147
MHWdsleep	~1		1		2.63692224429708	0.145860980530079	18.0783252293666	0	2.35103997570843	2.92280451288574
MHWdfinancial	~1		1		2.47379812634487	0.135306238555343	18.2829568891832	0	2.20860277189282	2.73899348079693
QIadmin	~1		1		4.90684405013216	0.143118019829747	34.2852986365333	0	4.62633788572716	5.18735021453715
QIstudent	~1		1		4.91177716340612	0.144316268614518	34.034812641435	0	4.62892247453845	5.19463185227378
QIadvisor	~1		1		5.02550533111091	0.145705868771979	34.4907543770632	0	4.73992707598172	5.31108358624011
QIfaculty	~1		1		5.09756435953958	0.147318557861493	34.6023232479119	0	4.80882529187668	5.38630342720249
QIstaff	~1		1		5.08264344675468	0.14622113826888	34.7599772982782	0	4.79605528196922	5.36923161154014
x_FASt	~1		1		1.03852460104638	0	NA	NA	1.03852460104638	1.03852460104638
credit_dose_c	~1		1		0.0700224581363241	0	NA	NA	0.0700224581363241	0.0700224581363241
XZ_c	~1		1		0.544232392277527	0	NA	NA	0.544232392277527	0.544232392277527
cohort	~1		1		0.953651055656196	0	NA	NA	0.953651055656196	0.953651055656196
hgrades_c	~1		1		0.0313465760712465	0	NA	NA	0.0313465760712465	0.0313465760712465
bparented_c	~1		1		-0.00906468117142461	0	NA	NA	-0.00906468117142461	-0.00906468117142461
pell	~1		1		3.16413152085321	0	NA	NA	3.16413152085321	3.16413152085321
hapcl	~1		1		0.587842460645987	0	NA	NA	0.587842460645987	0.587842460645987
hprecalc13	~1		1		0.768941039032647	0	NA	NA	0.768941039032647	0.768941039032647
hchallenge_c	~1		1		0.0326090302116294	0	NA	NA	0.0326090302116294	0.0326090302116294
cSFcareer_c	~1		1		0.00933717874743674	0	NA	NA	0.00933717874743674	0.00933717874743674
Belong	~1		1		0	0	NA	NA	0	0
Gains	~1		1		0	0	NA	NA	0	0
SupportEnv	~1		1		0	0	NA	NA	0	0
Satisf	~1		1		0	0	NA	NA	0	0
DevAdj	~1		1		0	0	NA	NA	0	0
EmoDiss	~1		1		0	0	NA	NA	0	0
QualEngag	~1		1		0	0	NA	NA	0	0
Belong	=~	sbvalued	2		0.867782936416835	0.00659526407144693	131.57667790343	0	0.854856456368268	0.880709416465402
Belong	=~	sbmyself	2		0.84920820820917	0.00720946842394223	117.79068279001	0	0.835077909750565	0.863338506667776
Belong	=~	sbcommunity	2		0.894487228563601	0.00624056192942867	143.334404606332	0	0.882255951938629	0.906718505188573
Gains	=~	pganalyze	2		0.712359343481043	0.0110141314365084	64.676851514573	0	0.690772042544496	0.73394664441759
Gains	=~	pgthink	2		0.77302385173987	0.0101243836959571	76.3526822920147	0	0.753180424330129	0.79286727914961
Gains	=~	pgwork	2		0.745480830462529	0.0105705979909656	70.5239978948846	0	0.724762839105185	0.766198821819873
Gains	=~	pgvalues	2		0.67916271391478	0.0118544484002817	57.2918022823094	0	0.65592842199364	0.702397005835921
Gains	=~	pgprobsolve	2		0.760730359508286	0.0103597244903006	73.4315241897144	0	0.740425672617539	0.781035046399032
SupportEnv	=~	SEacademic	2		0.845621421697993	0.0066694234199299	126.790783618726	0	0.832549591997283	0.858693251398704
SupportEnv	=~	SEwellness	2		0.83354780405628	0.00713654024566178	116.799986458843	0	0.819560442200563	0.847535165911998
SupportEnv	=~	SEnonacad	2		0.783195489347345	0.00861889746816127	90.8695679743861	0	0.766302760723306	0.800088217971385
SupportEnv	=~	SEactivities	2		0.760908343096703	0.00903147280866841	84.2507483791994	0	0.74320698166436	0.778609704529046
SupportEnv	=~	SEdiverse	2		0.806738253374619	0.00772558676586743	104.424204636324	0	0.791596381554079	0.821880125195158
Satisf	=~	sameinst	2		0.874285111754315	0.0120728032077841	72.417739004526	0	0.850622852274618	0.897947371234011
Satisf	=~	evalexp	2		0.867719430692657	0.0120292600858057	72.1340651464131	0	0.844142514163812	0.891296347221501
DevAdj	=~	Belong	2		0.546693070599285	0.0179565858687587	30.4452680813024	0	0.511498809011217	0.581887332187353
DevAdj	=~	Gains	2		0.32535938738273	0.0201163448822104	16.1738819496208	0	0.285932075913011	0.364786698852449
DevAdj	=~	SupportEnv	2		0.568197879462978	0.0175753791478125	32.3291961262582	0	0.53375076931863	0.602644989607327
DevAdj	=~	Satisf	2		0.591547030537734	0.0163619982998812	36.1537154384151	0	0.559478103154862	0.623615957920607
EmoDiss	=~	MHWdacad	2		0.921691876003753	0.00327548995282715	281.390536767856	0	0.915272033664489	0.928111718343017
EmoDiss	=~	MHWdlonely	2		0.937092488083789	0.00276670669878358	338.703227377082	0	0.931669842598387	0.94251513356919
EmoDiss	=~	MHWdmental	2		0.95374816948383	0.00214403868198138	444.837202565039	0	0.949545930885685	0.957950408081974
EmoDiss	=~	MHWdexhaust	2		0.945422978661725	0.00241317979053879	391.774778807775	0	0.940693233184049	0.950152724139401
EmoDiss	=~	MHWdsleep	2		0.927071975418759	0.00301148810951348	307.845138916564	0	0.921169567184242	0.932974383653276
EmoDiss	=~	MHWdfinancial	2		0.881622616447011	0.0044935434126849	196.197640810204	0	0.872815433195181	0.89042979969884
QualEngag	=~	QIadmin	2		0.900744083280773	0.00401517298022256	224.335062951844	0	0.892874488847839	0.908613677713708
QualEngag	=~	QIstudent	2		0.910822886736061	0.00370148327447209	246.069702115826	0	0.903568112828718	0.918077660643403
QualEngag	=~	QIadvisor	2		0.929959317572692	0.00315692075617433	294.577973094152	0	0.923771866588543	0.93614676855684
QualEngag	=~	QIfaculty	2		0.939270511243804	0.00281758168442365	333.360525601208	0	0.933748152618834	0.944792869868774
QualEngag	=~	QIstaff	2		0.928032155639726	0.00325948224290487	284.717659579167	0	0.921643687835384	0.934420623444067
EmoDiss	~	x_FASt	2	W4__a1_g2	0.0715559269838061	0.0503851657052353	1.4201784589223	0.155555733200197	-0.0271971831535378	0.17030903712115
EmoDiss	~	credit_dose_c	2	W4__a1c_g2	-0.0156757966280088	0.127963513715864	-0.12250208026341	0.902501398590081	-0.2664796748463	0.235128081590282
EmoDiss	~	XZ_c	2	W4__a1z_g2	0.017632289895033	0.100185230758083	0.175996898560924	0.86029637900653	-0.178727154173644	0.21399173396371
EmoDiss	~	cohort	2	W4__g1_g2	-0.00146194424642074	0.0186043023265554	-0.0785809766343127	0.937365919187819	-0.037925706763964	0.0350018182711225
EmoDiss	~	hgrades_c	2		-0.0506588429237794	0.0185367368411449	-2.73288893066308	0.00627814995755172	-0.0869901795233202	-0.0143275063242387
