"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","firstgen","re_all","living18","sex","StemMaj","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
0,8,1.7084,7,7,2.7846,0,0,1,4,-0.4818,4,1.707,0,"White","On-campus (residence hall)","Male",1,6,0,-0.6,-1.12778,0,8,0.3,1.3,3,3,3,2,3,3,3,3,3,3,4,4,4,2,2,2,3,NA,3,2,2,5,5,5,5,5,4,3,2,2,12,1,3,1,6,"White Residential Traditional","non_FASt_1_11"
0,8,1.7084,7,6,1.7846,0,0,1,5,0.5182,2,-0.293,0,"Asian","With family (commuting)","Female",0,30,1,1.8,1.27222,1.27222,9,0.4,1.4,1,2,2,3,3,3,3,3,4,4,4,4,3,3,3,4,4,4,4,4,5,6,5,6,6,6,2,2,4,2,13,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,6,-0.2916,7,7,2.7846,0,1,1,4,-0.4818,3,0.707,1,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Male",1,53,1,4.1,3.57222,3.57222,32,2.7,3.7,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,4,4,4,4,4,3,3,3,3,2,3,3,3,3,1,14,2,7,1,8,"Multiracial Bridge-Builder","FASt_12plus"
1,6,-0.2916,7,1,-3.2154,1,0,1,5,0.5182,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Male",1,6,0,-0.6,-1.12778,0,9,0.4,1.4,3,3,3,3,4,4,3,3,4,4,4,4,4,3,2,3,3,3,4,3,4,3,3,4,4,3,1,1,3,2,15,1,3,1,2,"Latino First-Gen Striver","non_FASt_1_11"
0,4,-2.2916,6,3,-1.2154,1,0,0,4,-0.4818,1,-1.293,1,"Black/African American","On-campus (residence hall)","Female",0,4,0,-0.8,-1.32778,0,-9,-1.4,-0.4,4,3,4,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,3,2,4,5,5,4,5,1,2,3,3,16,1,2,1,5,"Black Campus Connector","non_FASt_1_11"
0,6,-0.2916,7,5,0.7846,0,0,1,3,-1.4818,1,-1.293,0,"Asian","On-campus (residence hall)","Male",0,26,1,1.4,0.872219999999996,0.872219999999996,34,2.9,3.9,3,4,4,3,3,3,4,3,4,2,4,4,3,4,3,4,3,3,3,3,3,5,5,5,6,6,1,2,2,3,17,2,4,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,8,1.7084,7,6,1.7846,0,0,1,5,0.5182,2,-0.293,0,"White","On-campus (residence hall)","Female",0,4,0,-0.8,-1.32778,0,10,0.5,1.5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,7,6,6,6,6,2,3,2,2,18,1,3,1,6,"White Residential Traditional","non_FASt_1_11"
1,7,0.7084,7,5,0.7846,0,1,1,7,2.5182,3,0.707,0,"Asian","With family (commuting)","Male",0,61,1,4.9,4.37222,4.37222,19,1.4,2.4,2,2,2,4,4,4,4,4,3,3,3,3,3,4,3,4,4,NA,NA,4,4,4,4,4,4,4,3,1,1,2,19,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.7084,7,5,0.7846,0,1,1,4,-0.4818,2,-0.293,0,"Asian","Off-campus (rent/apartment)","Male",0,38,1,2.6,2.07222,2.07222,34,2.9,3.9,4,4,3,3,3,4,3,4,3,4,3,4,3,4,4,2,3,2,2,2,3,6,6,6,6,6,2,3,3,2,20,2,5,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,7,0.7084,7,3,-1.2154,0,0,1,4,-0.4818,2,-0.293,1,"White","Off-campus (rent/apartment)","Female",0,9,0,-0.3,-0.827780000000004,0,26,2.1,3.1,1,1,1,3,3,3,3,2,3,2,1,2,2,3,2,4,3,3,3,3,3,4,4,4,4,4,2,1,2,4,21,1,3,1,7,"White Commuter Working","non_FASt_1_11"
1,6,-0.2916,5,7,2.7846,0,1,1,4,-0.4818,3,0.707,0,"White","On-campus (residence hall)","Female",0,8,0,-0.4,-0.927780000000004,0,-5,-1,0,4,4,4,4,3,4,3,4,3,4,4,4,3,4,4,3,3,3,3,3,3,NA,5,5,6,6,3,2,3,3,22,1,3,1,6,"White Residential Traditional","non_FASt_1_11"
1,7,0.7084,6,7,2.7846,0,0,0,6,1.5182,2,-0.293,0,"Asian","With family (commuting)","Male",0,10,0,-0.2,-0.727780000000004,0,34,2.9,3.9,3,3,3,3,2,2,2,3,2,3,2,2,2,3,4,3,3,3,4,3,3,7,7,7,7,7,2,2,1,3,23,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,6,-0.2916,7,2,-2.2154,1,0,0,3,-1.4818,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",0,10,0,-0.2,-0.727780000000004,0,22,1.7,2.7,3,2,3,2,2,1,3,2,3,4,4,3,4,3,3,NA,4,4,4,4,4,4,4,4,4,5,3,2,1,2,24,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.2916,7,7,2.7846,0,0,0,4,-0.4818,2,-0.293,0,"Other/Multiracial/Unknown","With family (commuting)","Male",0,36,1,2.4,1.87222,1.87222,5,0,1,4,4,4,4,4,3,4,3,3,3,2,3,2,3,2,4,4,4,4,4,3,4,5,4,4,4,2,3,3,2,25,2,5,1,8,"Multiracial Bridge-Builder","FASt_12plus"
0,6,-0.2916,6,7,2.7846,0,0,1,5,0.5182,3,0.707,0,"Asian","With family (commuting)","Female",0,7,0,-0.5,-1.02778,0,-1,-0.6,0.4,4,3,3,3,2,3,3,4,3,3,2,2,3,2,2,5,4,5,4,4,NA,6,6,6,5,6,3,2,1,1,26,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,7,0.7084,7,3,-1.2154,1,0,0,6,1.5182,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Male",0,6,0,-0.6,-1.12778,0,-7,-1.2,-0.2,3,3,3,2,3,2,2,2,3,2,4,3,3,3,3,3,2,2,2,2,NA,4,4,4,4,4,1,3,2,2,27,1,3,1,2,"Latino First-Gen Striver","non_FASt_1_11"
1,8,1.7084,7,5,0.7846,0,0,1,4,-0.4818,2,-0.293,0,"White","On-campus (residence hall)","Male",0,8,0,-0.4,-0.927780000000004,0,7,0.2,1.2,3,4,4,3,2,3,3,3,4,4,4,4,4,2,2,4,3,4,3,4,NA,7,6,7,7,7,2,2,3,2,28,1,1,0,6,"White Residential Traditional","non_FASt_1_11"
1,6,-0.2916,7,3,-1.2154,1,0,0,6,1.5182,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Female",0,11,0,-0.1,-0.627780000000004,0,14,0.9,1.9,3,3,3,2,3,3,3,3,3,4,2,3,4,3,3,NA,3,3,3,4,2,6,NA,5,5,5,1,1,2,3,29,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,5,-1.2916,7,1,-3.2154,1,0,0,3,-1.4818,3,0.707,1,"Hispanic/Latino","With family (commuting)","Male",0,2,0,-1,-1.52778,0,-7,-1.2,-0.2,2,2,3,4,3,3,3,4,2,2,1,2,2,4,4,4,4,4,3,4,3,5,NA,5,5,6,3,2,3,2,30,1,3,1,2,"Latino First-Gen Striver","non_FASt_1_11"
0,7,0.7084,6,2,-2.2154,0,0,0,4,-0.4818,2,-0.293,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,6,0,-0.6,-1.12778,0,-9,-1.4,-0.4,2,1,2,3,3,3,2,3,2,2,2,2,2,2,2,4,4,NA,4,4,4,5,6,5,5,6,2,2,1,2,31,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,6,-0.2916,7,2,-2.2154,1,0,1,6,1.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,4,0,-0.8,-1.32778,0,28,2.3,3.3,3,3,3,3,4,3,3,3,2,1,2,2,1,3,3,4,3,NA,3,3,3,4,4,NA,4,4,2,2,2,2,32,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,4,-2.2916,5,1,-3.2154,1,0,1,4,-0.4818,3,0.707,1,"Hispanic/Latino","With family (commuting)","Male",0,7,0,-0.5,-1.02778,0,-8,-1.3,-0.3,2,3,2,2,2,3,3,2,3,3,3,3,3,3,3,4,NA,4,4,5,5,3,3,3,3,3,3,2,3,2,33,1,1,0,2,"Latino First-Gen Striver","non_FASt_1_11"
1,7,0.7084,6,3,-1.2154,1,1,0,5,0.5182,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",1,9,0,-0.3,-0.827780000000004,0,20,1.5,2.5,1,2,2,3,3,3,3,3,4,4,3,2,3,3,3,5,5,NA,5,4,6,3,4,3,4,4,3,2,4,3,34,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.2916,6,2,-2.2154,1,0,1,6,1.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,21,1,0.9,0.372219999999996,0.372219999999996,26,2.1,3.1,2,2,2,2,2,3,3,3,4,4,3,4,4,3,3,4,4,5,4,5,5,5,NA,5,4,5,2,3,2,1,35,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,6,-0.2916,7,7,2.7846,0,0,0,4,-0.4818,1,-1.293,0,"Asian","With family (commuting)","Female",0,16,1,0.4,-0.127780000000004,-0.127780000000004,4,-0.1,0.9,2,3,3,4,4,3,4,3,3,2,3,3,3,4,4,3,2,3,2,3,2,7,7,6,6,6,1,3,2,2,36,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,5,-1.2916,7,3,-1.2154,1,1,0,5,0.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Male",0,17,1,0.5,-0.027780000000004,-0.027780000000004,27,2.2,3.2,4,4,4,3,2,3,3,3,2,2,2,2,2,3,3,3,4,NA,4,3,3,4,5,5,5,6,2,4,3,2,37,2,5,1,2,"Latino First-Gen Striver","FASt_12plus"
1,4,-2.2916,7,3,-1.2154,1,0,0,6,1.5182,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Male",0,1,0,-1.1,-1.62778,0,17,1.2,2.2,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,5,NA,5,5,5,1,2,4,2,38,1,2,1,2,"Latino First-Gen Striver","non_FASt_1_11"
1,5,-1.2916,7,2,-2.2154,0,0,1,4,-0.4818,2,-0.293,1,"Hispanic/Latino","On-campus (residence hall)","Male",1,11,0,-0.1,-0.627780000000004,0,11,0.6,1.6,3,4,4,3,3,2,2,3,2,1,1,2,2,2,3,4,3,NA,4,3,4,3,3,3,3,3,2,1,1,2,39,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,8,1.7084,7,5,0.7846,0,0,1,5,0.5182,2,-0.293,0,"Asian","With family (commuting)","Male",0,52,1,4,3.47222,3.47222,-8,-1.3,-0.3,3,2,3,4,4,4,4,4,3,3,2,3,3,3,4,3,4,3,3,3,2,4,4,5,5,5,2,2,3,1,40,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.2916,7,4,-0.2154,1,0,0,6,1.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,6,0,-0.6,-1.12778,0,32,2.7,3.7,2,2,2,4,4,4,4,4,2,2,2,3,3,3,3,5,4,4,4,4,4,6,6,6,5,6,2,2,2,3,41,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,4,-2.2916,6,1,-3.2154,1,0,1,5,0.5182,2,-0.293,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,10,0,-0.2,-0.727780000000004,0,26,2.1,3.1,4,3,4,3,3,3,3,3,4,3,4,4,3,3,4,4,4,3,3,3,3,4,4,4,4,3,2,2,3,3,42,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,5,-1.2916,7,3,-1.2154,1,0,0,5,0.5182,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Female",0,58,1,4.6,4.07222,4.07222,11,0.6,1.6,2,3,3,2,2,3,3,3,3,3,3,3,2,2,2,5,5,5,5,5,5,2,3,2,3,3,1,1,3,2,43,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,8,1.7084,7,7,2.7846,0,0,0,4,-0.4818,3,0.707,0,"White","Off-campus (rent/apartment)","Female",0,43,1,3.1,2.57222,2.57222,16,1.1,2.1,3,3,3,4,3,3,3,3,3,4,4,3,3,4,4,3,2,2,2,2,2,5,5,NA,5,6,3,1,3,2,44,2,6,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,6,-0.2916,7,5,0.7846,0,0,1,3,-1.4818,2,-0.293,0,"Other/Multiracial/Unknown","With family (commuting)","Female",1,11,0,-0.1,-0.627780000000004,0,7,0.2,1.2,3,3,3,3,2,3,3,3,3,3,4,3,4,3,3,2,2,2,2,2,1,6,6,6,6,6,2,2,3,4,45,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,5,-1.2916,7,3,-1.2154,1,0,0,3,-1.4818,2,-0.293,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,10,0,-0.2,-0.727780000000004,0,11,0.6,1.6,4,3,3,3,4,3,3,4,4,3,4,4,3,3,3,4,4,3,4,3,4,5,6,5,5,6,2,1,2,2,46,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,5,-1.2916,7,2,-2.2154,1,0,0,5,0.5182,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",0,31,1,1.9,1.37222,1.37222,5,0,1,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4,3,3,4,3,3,3,4,3,4,4,4,3,2,2,2,47,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,7,0.7084,7,7,2.7846,0,1,1,6,1.5182,1,-1.293,0,"White","With family (commuting)","Female",0,49,1,3.7,3.17222,3.17222,-1,-0.6,0.4,4,4,4,3,3,4,4,4,3,4,3,3,4,4,3,3,3,NA,3,3,3,6,6,NA,5,5,1,1,3,2,48,2,4,1,10,"Continuing-Gen Cruiser","FASt_12plus"
0,5,-1.2916,7,3,-1.2154,1,0,1,6,1.5182,2,-0.293,1,"Asian","With family (commuting)","Female",1,1,0,-1.1,-1.62778,0,11,0.6,1.6,2,3,3,3,3,3,3,2,3,3,4,3,3,2,2,4,5,5,5,5,4,6,6,5,5,5,2,3,3,4,49,1,3,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
0,6,-0.2916,7,5,0.7846,0,1,1,4,-0.4818,2,-0.293,0,"White","On-campus (residence hall)","Male",0,28,1,1.6,1.07222,1.07222,3,-0.2,0.8,3,3,3,3,2,3,3,3,4,3,4,4,3,4,4,3,NA,3,3,3,4,5,5,5,6,5,2,2,2,2,50,2,6,1,6,"White Residential Traditional","FASt_12plus"
1,6,-0.2916,7,8,3.7846,0,1,0,4,-0.4818,3,0.707,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Male",0,71,1,5.9,5.37222,5.37222,10,0.5,1.5,3,2,2,4,4,4,4,4,3,3,4,3,3,3,2,1,2,2,2,2,1,6,6,6,6,6,3,3,4,3,51,2,6,1,10,"Continuing-Gen Cruiser","FASt_12plus"
0,7,0.7084,7,3,-1.2154,1,0,1,3,-1.4818,4,1.707,1,"Hispanic/Latino","With family (commuting)","Male",0,19,1,0.7,0.172219999999996,0.172219999999996,-10,-1.5,-0.5,3,3,3,3,4,3,3,3,3,3,2,3,1,2,3,4,4,4,4,4,5,6,NA,6,7,6,4,3,2,1,52,2,5,1,2,"Latino First-Gen Striver","FASt_12plus"
0,6,-0.2916,6,5,0.7846,0,0,1,6,1.5182,2,-0.293,0,"Asian","With family (commuting)","Male",1,9,0,-0.3,-0.827780000000004,0,9,0.4,1.4,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,5,5,5,5,5,5,5,6,6,6,6,2,3,4,1,53,1,3,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,5,-1.2916,5,2,-2.2154,1,0,0,4,-0.4818,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Male",1,11,0,-0.1,-0.627780000000004,0,31,2.6,3.6,1,2,2,3,2,3,3,3,3,3,2,2,2,3,3,4,5,4,5,4,3,3,4,3,4,3,2,1,2,1,54,1,1,0,2,"Latino First-Gen Striver","non_FASt_1_11"
0,6,-0.2916,7,2,-2.2154,1,0,0,4,-0.4818,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",0,9,0,-0.3,-0.827780000000004,0,12,0.7,1.7,3,3,3,4,4,4,4,3,2,2,3,2,2,2,2,6,5,5,6,5,4,4,4,4,4,4,3,1,2,2,55,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,8,1.7084,7,8,3.7846,0,1,1,5,0.5182,2,-0.293,0,"White","On-campus (residence hall)","Female",0,7,0,-0.5,-1.02778,0,18,1.3,2.3,3,3,3,3,3,4,4,4,2,2,2,2,2,3,3,3,3,3,4,3,4,7,7,NA,NA,7,2,2,3,1,56,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,8,1.7084,6,6,1.7846,0,1,0,3,-1.4818,2,-0.293,0,"White","On-campus (residence hall)","Male",0,50,1,3.8,3.27222,3.27222,20,1.5,2.5,3,4,3,3,3,4,4,3,4,4,3,4,4,3,3,2,1,1,2,1,1,5,5,5,NA,5,2,3,2,3,57,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,5,-1.2916,5,2,-2.2154,1,0,1,3,-1.4818,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",1,6,0,-0.6,-1.12778,0,28,2.3,3.3,3,3,4,3,3,2,3,3,4,4,4,4,4,3,2,5,4,5,5,5,5,5,4,5,5,4,3,4,3,2,58,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.2916,7,1,-3.2154,1,0,0,6,1.5182,3,0.707,1,"Hispanic/Latino","With family (commuting)","Male",0,4,0,-0.8,-1.32778,0,20,1.5,2.5,4,3,4,3,4,4,4,4,2,2,1,2,2,2,2,3,4,4,4,3,4,5,5,5,5,4,3,1,2,2,59,1,1,0,2,"Latino First-Gen Striver","non_FASt_1_11"
0,8,1.7084,7,5,0.7846,0,1,1,6,1.5182,2,-0.293,0,"Asian","With family (commuting)","Female",1,70,1,5.8,5.27222,5.27222,14,0.9,1.9,3,3,3,3,3,3,4,4,2,2,1,2,1,2,2,NA,NA,5,6,5,5,5,5,5,6,6,2,1,3,2,60,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.7084,7,7,2.7846,0,1,1,5,0.5182,1,-1.293,0,"Asian","With family (commuting)","Female",0,42,1,3,2.47222,2.47222,-2,-0.7,0.3,3,3,3,3,3,2,4,3,2,3,3,2,2,2,2,6,NA,6,6,5,6,6,6,6,7,7,1,1,2,3,61,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.7084,7,3,-1.2154,1,0,0,4,-0.4818,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",1,21,1,0.9,0.372219999999996,0.372219999999996,4,-0.1,0.9,1,2,1,2,2,3,3,2,2,2,2,2,3,3,3,5,6,6,5,6,5,3,3,3,4,3,3,2,2,4,62,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,6,-0.2916,7,3,-1.2154,1,0,0,6,1.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Male",0,7,0,-0.5,-1.02778,0,-4,-0.9,0.1,4,4,4,3,4,4,4,4,1,1,1,2,1,3,3,5,5,5,5,5,6,5,5,6,5,5,2,1,3,1,63,1,2,1,2,"Latino First-Gen Striver","non_FASt_1_11"
1,7,0.7084,7,8,3.7846,0,1,0,5,0.5182,1,-1.293,0,"Asian","With family (commuting)","Female",0,46,1,3.4,2.87222,2.87222,-14,-1.9,-0.9,2,2,2,2,3,3,3,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,5,5,4,4,1,2,2,1,64,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,8,1.7084,7,7,2.7846,1,0,0,4,-0.4818,2,-0.293,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",1,41,1,2.9,2.37222,2.37222,21,1.6,2.6,2,2,2,3,4,4,2,3,2,4,2,2,3,3,3,4,4,4,4,4,4,4,4,5,4,4,2,2,2,1,65,2,6,1,8,"Multiracial Bridge-Builder","FASt_12plus"
0,5,-1.2916,7,1,-3.2154,1,1,0,3,-1.4818,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,7,0,-0.5,-1.02778,0,15,1,2,2,2,2,3,2,2,1,3,3,3,3,3,3,3,3,4,5,5,4,NA,5,3,3,4,4,5,2,2,3,2,66,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.2916,7,2,-2.2154,0,1,0,4,-0.4818,3,0.707,1,"White","Off-campus (rent/apartment)","Male",0,5,0,-0.7,-1.22778,0,12,0.7,1.7,2,2,2,4,3,4,4,4,1,1,2,2,2,4,3,5,4,4,4,4,4,6,6,NA,5,NA,3,1,2,2,67,1,2,1,7,"White Commuter Working","non_FASt_1_11"
0,5,-1.2916,7,2,-2.2154,1,0,1,5,0.5182,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Female",1,6,0,-0.6,-1.12778,0,25,2,3,4,4,4,2,2,2,1,2,2,2,3,2,2,4,3,4,4,4,3,4,4,4,4,4,NA,4,1,2,3,2,68,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,8,1.7084,7,5,0.7846,0,1,0,4,-0.4818,3,0.707,0,"White","On-campus (residence hall)","Male",1,5,0,-0.7,-1.22778,0,-1,-0.6,0.4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,NA,3,6,6,7,6,7,3,1,3,2,69,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,4,-2.2916,6,3,-1.2154,0,0,0,4,-0.4818,3,0.707,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,11,0,-0.1,-0.627780000000004,0,5,0,1,2,2,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,5,5,3,2,4,2,70,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
